"Temperature","Pressure","Humidity","Speed","Radiation"
"46","30.47","72","9","2.08"
"45","30.47","73","7.87","1.72"
"45","30.47","75","6.75","1.96"
"45","30.47","76","6.75","1.91"
"45","30.47","79","6.75","2.14"
"45","30.47","80","4.5","2.2"
"45","30.47","77","5.62","2.38"
"45","30.47","79","4.5","2.37"
"45","30.47","83","6.75","2.08"
"45","30.47","82","4.5","2.17"
"45","30.47","86","4.5","2.01"
"45","30.47","85","5.62","2.06"
"45","30.47","86","4.5","1.94"
"45","30.47","83","5.62","2.05"
"45","30.47","82","5.62","1.84"
"45","30.47","86","6.75","1.96"
"45","30.46","84","4.5","1.96"
"45","30.46","88","4.5","2.06"
"45","30.46","88","5.62","2.07"
"45","30.47","89","4.5","1.99"
"45","30.46","90","4.5","1.92"
"45","30.47","91","5.62","1.8"
"46","30.47","90","4.5","2.01"
"46","30.47","90","4.5","1.88"
"46","30.47","89","4.5","1.9"
"46","30.47","87","5.62","1.99"
"47","30.47","87","4.5","2.16"
"47","30.47","88","4.5","1.88"
"47","30.47","88","4.5","1.91"
"47","30.47","89","4.5","1.89"
"47","30.47","90","1.12","1.96"
"47","30.47","85","3.37","2.04"
"47","30.47","85","6.75","1.97"
"47","30.47","87","5.62","1.94"
"47","30.47","87","6.75","1.95"
"47","30.47","88","5.62","1.98"
"47","30.47","86","7.87","2.08"
"47","30.47","85","7.87","1.92"
"47","30.47","86","7.87","2.05"
"47","30.47","88","7.87","2.1"
"47","30.47","90","7.87","1.95"
"47","30.48","92","6.75","1.92"
"47","30.48","94","5.62","2.03"
"46","30.48","93","6.75","1.92"
"46","30.48","93","6.75","1.93"
"46","30.48","92","3.37","1.87"
"46","30.48","92","4.5","1.99"
"46","30.48","91","3.37","2.03"
"46","30.49","89","4.5","1.87"
"46","30.48","89","5.62","2.11"
"46","30.49","88","3.37","2.07"
"46","30.49","89","5.62","2.02"
"46","30.49","89","5.62","1.98"
"46","30.49","91","6.75","2.06"
"47","30.49","92","3.37","2.29"
"47","30.49","93","4.5","1.87"
"47","30.49","93","3.37","2.09"
"47","30.49","95","4.5","2.21"
"47","30.5","95","3.37","2.56"
"47","30.5","95","2.25","2.46"
"48","30.5","94","2.25","2.2"
"48","30.5","94","2.25","2.07"
"48","30.5","95","3.37","2.15"
"48","30.5","95","3.37","2.14"
"48","30.5","95","3.37","2.1"
"48","30.5","96","3.37","2.12"
"49","30.5","97","3.37","2.4"
"49","30.51","98","3.37","2.38"
"49","30.51","98","4.5","2.16"
"49","30.51","98","5.62","2.16"
"49","30.51","99","4.5","2.75"
"49","30.51","98","4.5","2.45"
"49","30.51","98","4.5","2.37"
"49","30.51","98","4.5","2.35"
"50","30.51","98","2.25","2.34"
"50","30.51","98","2.25","2.17"
"50","30.51","98","1.12","2.3"
"49","30.51","97","1.12","2.37"
"50","30.51","97","3.37","2.44"
"50","30.51","97","2.25","2.38"
"50","30.51","98","2.25","2.57"
"50","30.51","98","3.37","2.36"
"50","30.51","99","3.37","2.54"
"50","30.51","99","3.37","2.74"
"50","30.51","99","3.37","2.44"
"50","30.51","99","3.37","2.46"
"51","30.51","99","2.25","2.21"
"51","30.51","99","2.25","2.51"
"52","30.51","99","3.37","2.28"
"52","30.51","99","1.12","2.23"
"52","30.51","99","3.37","2.22"
"53","30.51","100","4.5","2.42"
"53","30.51","100","4.5","2.33"
"53","30.51","100","2.25","2.52"
"53","30.51","100","2.25","2.71"
"53","30.51","100","1.12","2.5"
"53","30.51","100","2.25","2.86"
"53","30.51","100","0","2.97"
"53","30.51","99","0","2.12"
"53","30.51","99","0","2.06"
"53","30.5","99","0","1.72"
"53","30.5","99","1.12","2.15"
"53","30.5","99","0","2.21"
"52","30.5","98","2.25","1.83"
"52","30.5","96","2.25","1.93"
"52","30.5","94","2.25","1.72"
"52","30.5","94","3.37","1.88"
"52","30.5","94","1.12","1.64"
"53","30.49","94","1.12","2.5"
"53","30.49","93","1.12","2.17"
"53","30.49","93","2.25","2.65"
"54","30.49","93","2.25","2.27"
"54","30.49","93","0","2.81"
"54","30.49","92","1.12","3.21"
"54","30.49","91","0","1.92"
"55","30.49","93","0","2.01"
"55","30.49","92","0","1.7"
"55","30.48","92","0","1.89"
"55","30.49","90","0","1.66"
"56","30.48","90","0","1.68"
"56","30.48","91","2.25","1.89"
"56","30.48","92","0","1.68"
"56","30.48","92","1.12","1.88"
"56","30.48","93","0","2"
"56","30.48","95","0","1.98"
"56","30.48","96","1.12","1.71"
"56","30.48","97","2.25","2.18"
"56","30.48","98","3.37","3.7"
"56","30.47","98","2.25","5.89"
"56","30.47","99","2.25","8.87"
"56","30.47","99","4.5","12.21"
"55","30.47","99","4.5","19.94"
"56","30.47","100","0","25.66"
"56","30.46","100","2.25","30.5"
"56","30.47","100","5.62","22.37"
"56","30.46","100","2.25","40.66"
"56","30.46","100","2.25","60.81"
"55","30.46","100","1.12","46.75"
"56","30.46","100","3.37","33.89"
"56","30.46","100","2.25","50.28"
"56","30.46","100","3.37","48.32"
"56","30.46","100","3.37","130.6"
"56","30.46","100","2.25","98.47"
"56","30.46","100","3.37","55.33"
"56","30.46","99","1.12","61.26"
"56","30.45","99","3.37","171.07"
"56","30.46","99","2.25","46.2"
"56","30.46","99","0","61.85"
"56","30.46","98","3.37","44.23"
"57","30.46","98","3.37","37.37"
"57","30.46","97","4.5","65.84"
"57","30.46","96","2.25","89.64"
"57","30.46","95","2.25","165.77"
"58","30.45","95","2.25","136.57"
"58","30.46","95","4.5","147.67"
"58","30.46","94","4.5","158.96"
"58","30.46","93","3.37","107.28"
"58","30.45","92","5.62","207.08"
"58","30.46","92","5.62","209.58"
"58","30.45","92","3.37","250.86"
"58","30.45","92","2.25","284.87"
"59","30.45","92","2.25","169.22"
"59","30.45","92","6.75","229.41"
"59","30.45","91","6.75","156.08"
"59","30.45","91","2.25","167.38"
"59","30.45","90","6.75","153.42"
"59","30.45","90","2.25","202.84"
"59","30.45","91","5.62","276.43"
"59","30.45","93","5.62","480.13"
"58","30.45","93","5.62","320.19"
"58","30.45","94","5.62","208.26"
"58","30.45","94","1.12","244.64"
"58","30.45","94","4.5","169.75"
"58","30.46","93","3.37","132.97"
"58","30.46","94","1.12","116.72"
"58","30.46","94","4.5","56.48"
"58","30.46","93","7.87","143.21"
"58","30.46","93","3.37","156.05"
"58","30.46","92","6.75","76.26"
"58","30.46","91","5.62","122.09"
"58","30.46","91","3.37","149.81"
"58","30.46","91","2.25","176.07"
"58","30.46","90","5.62","147.95"
"58","30.46","90","6.75","212.1"
"58","30.46","90","1.12","143.36"
"59","30.46","89","6.75","87.75"
"59","30.47","89","6.75","100.11"
"59","30.47","88","3.37","188.83"
"59","30.47","87","4.5","203.33"
"59","30.47","87","6.75","162.07"
"59","30.47","87","12.37","165.91"
"60","30.47","87","5.62","207.76"
"60","30.47","85","5.62","191.61"
"61","30.47","82","4.5","238.33"
"61","30.47","82","9","250.93"
"61","30.47","81","7.87","299.31"
"62","30.47","80","7.87","408.95"
"61","30.47","80","2.25","508.18"
"61","30.48","81","7.87","484.36"
"60","30.48","81","5.62","676.7"
"61","30.48","81","9","392.24"
"60","30.48","80","1.12","397.9"
"60","30.48","81","7.87","447.69"
"60","30.48","82","4.5","366.47"
"60","30.49","82","9","446.14"
"59","30.49","82","4.5","362.58"
"59","30.49","82","4.5","400.5"
"60","30.49","81","5.62","414.37"
"61","30.49","78","5.62","234.51"
"61","30.49","77","4.5","259.98"
"61","30.49","78","4.5","806.23"
"60","30.5","79","3.37","398.68"
"60","30.5","79","7.87","640.52"
"60","30.5","77","10.12","328.5"
"61","30.5","74","6.75","319.36"
"62","30.5","73","5.62","400.66"
"62","30.5","74","7.87","1245.33"
"62","30.5","73","7.87","735.63"
"61","30.5","76","5.62","1227.33"
"61","30.5","75","6.75","1194.95"
"60","30.5","75","6.75","1050.8"
"60","30.5","78","7.87","242.28"
"61","30.5","74","10.12","928.91"
"61","30.5","75","7.87","960.11"
"60","30.5","76","9","890.9"
"60","30.5","75","6.75","912.42"
"60","30.5","73","11.25","893.49"
"60","30.5","71","6.75","894.05"
"60","30.5","70","1.12","887.47"
"60","30.5","71","7.87","862.1"
"60","30.5","69","2.25","850.7"
"59","30.5","68","5.62","833.06"
"59","30.5","61","6.75","817.31"
"59","30.5","58","3.37","805.22"
"59","30.5","58","3.37","789.98"
"59","30.5","60","3.37","774.75"
"59","30.5","57","6.75","758.61"
"59","30.5","58","6.75","743.58"
"59","30.5","52","3.37","726.58"
"59","30.5","51","3.37","707.53"
"59","30.5","51","3.37","688.98"
"59","30.49","48","3.37","672.88"
"58","30.49","49","3.37","654.64"
"58","30.49","48","3.37","613.29"
"58","30.49","47","6.75","614.9"
"58","30.49","48","5.62","562.37"
"58","30.49","49","2.25","552.44"
"58","30.48","48","2.25","574.25"
"58","30.48","50","3.37","309.52"
"58","30.48","49","3.37","545.23"
"58","30.48","51","4.5","543.08"
"57","30.48","51","2.25","490.87"
"56","30.48","55","1.12","487.07"
"55","30.48","56","1.12","444.33"
"55","30.48","54","0","423.04"
"55","30.47","57","1.12","409.45"
"53","30.47","62","1.12","386.5"
"52","30.47","67","3.37","361.39"
"50","30.47","68","2.25","337.3"
"49","30.47","72","2.25","309.22"
"48","30.47","72","3.37","282.13"
"47","30.47","73","5.62","254.67"
"46","30.47","74","5.62","206.78"
"46","30.47","75","5.62","194"
"45","30.46","76","5.62","167.02"
"45","30.46","77","6.75","30.36"
"44","30.46","77","6.75","28.11"
"44","30.46","78","9","27.28"
"44","30.46","79","9","26.3"
"43","30.46","79","6.75","24.45"
"43","30.46","79","10.12","21.98"
"43","30.45","80","7.87","17.88"
"43","30.45","81","9","15.22"
"43","30.45","80","6.75","10.52"
"43","30.45","81","7.87","5.21"
"43","30.45","81","7.87","3.45"
"43","30.45","81","6.75","2.88"
"44","30.45","81","4.5","1.87"
"43","30.45","81","4.5","2.01"
"44","30.44","82","4.5","1.75"
"44","30.44","81","6.75","2.25"
"44","30.44","82","4.5","1.79"
"44","30.44","82","5.62","2.21"
"44","30.44","83","6.75","2.26"
"44","30.44","83","7.87","2.08"
"44","30.43","83","7.87","2.02"
"44","30.43","82","7.87","2.12"
"44","30.43","81","6.75","1.71"
"44","30.43","81","7.87","2.24"
"44","30.43","81","5.62","2.58"
"44","30.43","81","4.5","2.42"
"44","30.43","82","6.75","2.05"
"44","30.43","82","6.75","2.1"
"44","30.43","83","5.62","2.11"
"44","30.43","83","7.87","2.15"
"44","30.42","84","6.75","2.11"
"44","30.42","84","6.75","2.23"
"44","30.42","84","5.62","2.14"
"44","30.42","84","6.75","1.83"
"44","30.42","84","6.75","1.83"
"45","30.42","85","4.5","2.44"
"45","30.42","82","3.37","2.26"
"45","30.42","82","1.12","2.2"
"45","30.42","81","5.62","2.38"
"45","30.42","80","7.87","2.67"
"45","30.42","80","6.75","2.77"
"45","30.42","80","6.75","2.76"
"45","30.42","80","6.75","2.04"
"46","30.42","79","6.75","2.02"
"46","30.42","78","2.25","1.98"
"46","30.42","77","3.37","2.12"
"46","30.42","76","5.62","2.08"
"46","30.42","76","7.87","1.81"
"46","30.42","76","5.62","2.19"
"46","30.41","75","7.87","2.62"
"46","30.41","76","7.87","3.3"
"46","30.42","77","7.87","3.6"
"46","30.42","77","7.87","3.53"
"46","30.42","79","6.75","2.84"
"46","30.42","78","6.75","3.21"
"46","30.42","79","7.87","3.56"
"46","30.42","80","10.12","3.24"
"46","30.42","80","9","3.09"
"46","30.42","80","7.87","3.48"
"46","30.42","80","7.87","3.69"
"46","30.42","80","7.87","2.47"
"46","30.42","81","7.87","2.53"
"46","30.42","83","9","2.71"
"46","30.42","82","6.75","2.71"
"46","30.42","83","9","2.72"
"46","30.42","83","6.75","2.63"
"46","30.43","84","6.75","2.17"
"46","30.43","85","6.75","2.33"
"46","30.43","85","7.87","2.59"
"47","30.43","86","3.37","2.47"
"47","30.43","87","3.37","2.61"
"47","30.43","91","1.12","3.33"
"47","30.43","90","1.12","1.91"
"47","30.43","89","0","2.06"
"46","30.43","90","1.12","1.99"
"46","30.43","90","5.62","2.4"
"46","30.43","90","5.62","2.53"
"46","30.43","91","5.62","2.68"
"46","30.43","92","4.5","2.1"
"46","30.43","92","4.5","1.93"
"46","30.44","91","5.62","1.96"
"46","30.44","92","2.25","2.11"
"46","30.44","93","2.25","1.79"
"46","30.44","93","3.37","1.71"
"47","30.43","93","2.25","1.68"
"47","30.43","92","3.37","1.63"
"47","30.43","92","4.5","1.62"
"47","30.44","93","3.37","1.6"
"47","30.44","94","3.37","1.61"
"47","30.44","94","2.25","1.6"
"47","30.44","93","3.37","1.63"
"48","30.44","93","3.37","1.78"
"48","30.44","92","2.25","1.6"
"48","30.44","92","2.25","1.55"
"48","30.44","92","2.25","1.56"
"49","30.44","93","2.25","1.57"
"48","30.44","94","2.25","1.83"
"49","30.44","93","3.37","2.06"
"49","30.44","93","5.62","1.63"
"49","30.44","93","4.5","1.72"
"49","30.44","93","5.62","1.71"
"49","30.44","93","5.62","1.88"
"49","30.44","92","5.62","2"
"49","30.44","91","4.5","2.39"
"49","30.44","91","2.25","2.36"
"49","30.44","91","3.37","2.94"
"50","30.44","91","3.37","3.15"
"50","30.44","90","4.5","2.29"
"50","30.44","90","3.37","2.96"
"50","30.44","88","2.25","2.67"
"50","30.44","89","3.37","2.97"
"50","30.44","90","5.62","2.76"
"50","30.44","91","4.5","2.63"
"50","30.44","90","3.37","2.69"
"50","30.44","91","4.5","2.79"
"50","30.44","91","5.62","2.69"
"50","30.44","91","4.5","2.55"
"50","30.44","91","3.37","2.66"
"50","30.43","90","2.25","2.45"
"50","30.43","90","6.75","2.62"
"50","30.43","90","3.37","2.24"
"50","30.43","89","3.37","2.33"
"50","30.43","89","5.62","2.98"
"50","30.43","88","3.37","2.28"
"50","30.42","88","4.5","2.87"
"50","30.42","88","4.5","2.69"
"50","30.42","90","3.37","3.05"
"50","30.42","90","1.12","3.32"
"50","30.42","92","4.5","3.04"
"50","30.42","93","5.62","2.17"
"50","30.42","93","5.62","2.06"
"50","30.42","93","2.25","1.94"
"50","30.41","94","4.5","1.98"
"50","30.41","96","4.5","2.11"
"51","30.41","97","1.12","2.4"
"51","30.41","96","3.37","2.08"
"50","30.41","97","2.25","1.99"
"50","30.4","97","5.62","2.31"
"51","30.4","98","1.12","1.66"
"51","30.4","98","4.5","2.15"
"51","30.4","98","6.75","2.27"
"51","30.4","98","1.12","1.99"
"52","30.39","98","4.5","2.36"
"51","30.39","97","1.12","2.98"
"52","30.39","97","1.12","3.21"
"52","30.39","96","5.62","2.61"
"52","30.39","96","4.5","3.32"
"52","30.39","96","2.25","4.65"
"52","30.39","96","3.37","7.68"
"53","30.39","96","6.75","11.46"
"54","30.39","94","3.37","13.79"
"54","30.39","89","5.62","27.12"
"54","30.38","86","1.12","43.25"
"55","30.38","89","3.37","45.68"
"55","30.38","89","3.37","30.13"
"55","30.38","85","2.25","49.16"
"55","30.38","85","3.37","103.49"
"55","30.37","92","7.87","109.34"
"55","30.37","93","4.5","102.54"
"55","30.37","88","5.62","83.34"
"55","30.37","88","4.5","69.39"
"55","30.37","89","5.62","81.82"
"55","30.37","93","4.5","87.35"
"55","30.37","93","4.5","91.15"
"55","30.37","94","5.62","104.4"
"55","30.37","94","6.75","125.12"
"55","30.37","94","2.25","113.85"
"55","30.36","94","7.87","130.07"
"55","30.36","94","4.5","154.87"
"55","30.36","95","7.87","167.27"
"55","30.36","95","11.25","222.08"
"55","30.36","95","6.75","203.34"
"55","30.36","96","6.75","164.02"
"55","30.36","95","6.75","152.71"
"55","30.36","96","6.75","141.48"
"55","30.36","97","3.37","132.28"
"55","30.35","97","3.37","138.51"
"55","30.36","97","3.37","180.06"
"55","30.36","96","7.87","158.82"
"55","30.36","96","6.75","161.98"
"55","30.36","96","5.62","305.94"
"56","30.36","96","6.75","232.5"
"56","30.36","95","5.62","274.32"
"56","30.36","95","5.62","240.43"
"56","30.36","95","7.87","418.07"
"57","30.36","93","2.25","228.26"
"57","30.36","93","6.75","286.86"
"58","30.36","91","6.75","369.71"
"58","30.36","89","13.5","343.5"
"59","30.36","87","10.12","401.86"
"59","30.36","86","7.87","395.04"
"60","30.36","84","11.25","364.44"
"60","30.36","83","5.62","396.97"
"60","30.36","84","5.62","549.44"
"60","30.36","84","5.62","461.74"
"60","30.36","83","9","330.48"
"59","30.36","84","3.37","310.54"
"60","30.36","82","5.62","240.16"
"62","30.36","80","6.75","187.86"
"62","30.37","80","6.75","309.96"
"61","30.36","79","5.62","335.92"
"62","30.37","78","5.62","307.43"
"62","30.37","78","7.87","464.06"
"62","30.37","78","4.5","1045.27"
"62","30.37","77","7.87","614.43"
"61","30.37","78","9","1160.73"
"61","30.37","78","4.5","1106.12"
"62","30.37","76","5.62","459.04"
"63","30.37","74","11.25","412.71"
"63","30.37","71","5.62","1137.45"
"63","30.37","68","2.25","1140.91"
"63","30.37","70","9","1121.57"
"41","30.35","89","6.75","8.16"
"41","30.35","87","4.5","4.84"
"41","30.34","87","5.62","2.57"
"41","30.35","89","6.75","2.44"
"42","30.35","89","5.62","2.77"
"42","30.35","89","6.75","2.78"
"42","30.35","89","7.87","2.59"
"42","30.34","90","6.75","2.33"
"42","30.34","91","4.5","2.95"
"42","30.34","91","7.87","3.17"
"42","30.34","92","9","3.16"
"42","30.34","92","9","3.42"
"42","30.34","92","7.87","3.63"
"42","30.34","92","4.5","3.44"
"42","30.34","91","5.62","3.44"
"42","30.34","91","4.5","3.15"
"42","30.34","92","5.62","2.7"
"42","30.34","92","5.62","2.42"
"42","30.34","91","6.75","2.69"
"42","30.34","90","4.5","2.77"
"42","30.34","90","3.37","2.88"
"42","30.34","91","6.75","3.17"
"42","30.34","93","6.75","3.36"
"42","30.34","94","4.5","3.5"
"42","30.34","95","4.5","3.27"
"42","30.34","95","3.37","3.25"
"42","30.34","95","3.37","3.55"
"42","30.34","95","4.5","3.49"
"42","30.34","95","4.5","2.64"
"42","30.34","94","4.5","2.46"
"42","30.34","94","4.5","2.51"
"43","30.34","95","4.5","2.58"
"43","30.34","95","4.5","2.86"
"43","30.34","96","4.5","2.9"
"43","30.34","96","4.5","1.83"
"43","30.34","96","4.5","1.57"
"43","30.34","96","4.5","1.74"
"43","30.34","96","5.62","1.83"
"43","30.35","96","5.62","1.99"
"43","30.35","97","4.5","1.96"
"43","30.35","97","5.62","2.24"
"44","30.35","98","6.75","2.18"
"44","30.35","98","4.5","2.19"
"44","30.35","98","4.5","2.27"
"44","30.35","98","4.5","2.62"
"45","30.35","99","3.37","2.87"
"45","30.35","99","4.5","1.56"
"45","30.35","99","4.5","1.63"
"45","30.35","99","4.5","1.57"
"45","30.35","99","3.37","1.59"
"45","30.35","99","3.37","1.58"
"45","30.36","99","4.5","1.63"
"45","30.36","100","6.75","1.56"
"46","30.36","100","4.5","1.57"
"46","30.36","100","4.5","1.57"
"46","30.36","100","4.5","1.66"
"47","30.37","101","4.5","1.63"
"47","30.37","101","2.25","1.53"
"47","30.37","101","5.62","1.58"
"47","30.37","101","5.62","1.56"
"47","30.37","101","4.5","1.58"
"47","30.37","101","6.75","1.52"
"47","30.38","100","3.37","1.56"
"47","30.38","100","3.37","1.61"
"46","30.38","100","0","1.59"
"46","30.38","100","2.25","2.14"
"46","30.38","100","3.37","2.75"
"47","30.38","100","2.25","3.11"
"47","30.38","100","3.37","1.55"
"48","30.38","100","1.12","1.43"
"48","30.38","100","1.12","1.49"
"48","30.38","100","4.5","1.48"
"48","30.38","100","2.25","1.44"
"48","30.38","100","1.12","1.44"
"48","30.38","100","5.62","1.41"
"48","30.38","100","2.25","1.43"
"48","30.38","100","6.75","1.43"
"48","30.38","100","7.87","1.41"
"47","30.38","100","6.75","1.38"
"47","30.38","99","10.12","1.47"
"47","30.38","99","6.75","1.56"
"47","30.38","98","4.5","1.59"
"46","30.38","97","7.87","1.44"
"46","30.38","96","10.12","1.62"
"46","30.38","97","4.5","1.61"
"46","30.38","97","3.37","1.53"
"46","30.38","97","6.75","1.44"
"46","30.38","97","1.12","1.47"
"46","30.38","97","4.5","1.45"
"47","30.38","97","4.5","1.52"
"47","30.38","96","5.62","1.51"
"47","30.38","95","5.62","1.49"
"47","30.38","93","1.12","1.54"
"47","30.38","91","5.62","1.46"
"47","30.38","91","6.75","1.54"
"47","30.38","90","2.25","1.53"
"47","30.38","88","3.37","1.56"
"47","30.38","85","4.5","1.49"
"47","30.38","80","6.75","1.56"
"47","30.38","76","6.75","1.51"
"47","30.38","78","5.62","1.54"
"47","30.37","80","3.37","1.59"
"47","30.37","91","9","1.59"
"47","30.37","93","1.12","1.6"
"48","30.37","92","2.25","1.57"
"48","30.37","96","3.37","1.57"
"48","30.37","98","5.62","2.18"
"48","30.37","99","6.75","2.27"
"48","30.37","99","10.12","1.57"
"49","30.37","99","6.75","1.67"
"49","30.37","100","5.62","1.65"
"49","30.36","100","3.37","1.68"
"49","30.36","100","3.37","1.65"
"49","30.36","100","3.37","1.8"
"49","30.36","100","3.37","1.89"
"50","30.36","100","4.5","1.87"
"50","30.36","100","2.25","1.71"
"49","30.36","100","2.25","1.64"
"49","30.36","99","4.5","1.61"
"49","30.35","99","3.37","1.65"
"57","30.4","73","2.25","1054.99"
"56","30.4","75","3.37","857.65"
"50","30.4","90","4.5","211.96"
"42","30.38","98","7.87","11.11"
"42","30.38","97","6.75","9.27"
"42","30.38","97","5.62","5.07"
"43","30.37","96","2.25","1.91"
"43","30.37","96","3.37","1.92"
"43","30.37","95","1.12","2.15"
"43","30.37","96","2.25","1.68"
"43","30.37","97","2.25","1.75"
"43","30.36","98","4.5","1.71"
"44","30.36","99","2.25","1.77"
"44","30.36","100","1.12","1.71"
"44","30.36","101","3.37","1.54"
"44","30.37","101","5.62","1.62"
"44","30.36","101","3.37","1.78"
"44","30.36","101","3.37","1.76"
"44","30.36","101","2.25","2.49"
"44","30.36","101","1.12","2.43"
"44","30.36","101","3.37","1.44"
"44","30.36","101","4.5","1.47"
"44","30.36","101","4.5","1.43"
"44","30.36","101","4.5","1.69"
"44","30.36","101","3.37","1.62"
"44","30.36","101","4.5","1.51"
"44","30.36","101","5.62","1.55"
"44","30.36","101","4.5","1.48"
"44","30.36","101","4.5","1.63"
"44","30.36","101","6.75","1.76"
"44","30.36","101","3.37","1.57"
"44","30.36","101","4.5","1.5"
"44","30.36","101","3.37","1.79"
"44","30.36","101","4.5","2"
"44","30.36","101","4.5","1.54"
"44","30.37","101","4.5","1.78"
"44","30.37","101","4.5","1.77"
"44","30.37","101","4.5","1.71"
"44","30.37","100","3.37","1.47"
"44","30.37","100","9","1.49"
"44","30.37","100","5.62","1.64"
"44","30.37","100","4.5","1.91"
"44","30.37","100","5.62","1.82"
"44","30.37","100","4.5","1.78"
"44","30.37","100","4.5","2.04"
"44","30.37","100","3.37","2.07"
"44","30.37","100","3.37","2.29"
"43","30.37","99","3.37","2.25"
"43","30.38","99","4.5","2.33"
"43","30.38","99","4.5","1.95"
"43","30.38","98","5.62","2.67"
"43","30.38","98","3.37","1.74"
"43","30.38","98","4.5","1.43"
"43","30.38","97","5.62","1.41"
"42","30.38","96","4.5","1.4"
"42","30.38","95","5.62","2.28"
"42","30.38","95","4.5","1.39"
"42","30.39","96","6.75","1.38"
"42","30.39","96","6.75","1.39"
"42","30.39","97","6.75","1.39"
"42","30.39","97","5.62","2.83"
"42","30.39","97","7.87","2.95"
"42","30.39","96","9","3.17"
"42","30.39","96","4.5","3.76"
"42","30.4","94","5.62","1.5"
"42","30.4","92","5.62","1.51"
"42","30.4","90","3.37","1.46"
"42","30.41","90","2.25","1.48"
"42","30.41","89","2.25","1.47"
"42","30.41","89","5.62","1.44"
"42","30.41","90","3.37","1.75"
"43","30.41","88","5.62","1.49"
"43","30.41","89","4.5","1.58"
"43","30.41","88","5.62","1.54"
"43","30.41","88","4.5","1.55"
"43","30.42","88","6.75","1.78"
"43","30.41","88","3.37","1.57"
"44","30.41","87","4.5","1.47"
"44","30.41","87","5.62","1.62"
"44","30.41","88","5.62","1.72"
"44","30.41","88","6.75","1.58"
"44","30.42","88","9","1.53"
"44","30.42","89","6.75","1.59"
"44","30.42","90","6.75","1.5"
"44","30.42","90","7.87","1.51"
"44","30.42","91","7.87","1.44"
"44","30.42","91","6.75","1.47"
"44","30.42","91","4.5","1.51"
"44","30.42","91","4.5","1.51"
"44","30.42","91","6.75","1.52"
"44","30.42","91","10.12","1.54"
"44","30.42","91","3.37","1.46"
"44","30.42","91","2.25","1.47"
"44","30.42","91","3.37","1.4"
"45","30.42","90","4.5","1.43"
"45","30.42","90","5.62","1.64"
"44","30.42","89","7.87","1.58"
"44","30.42","88","7.87","1.57"
"44","30.42","88","9","1.58"
"44","30.42","93","7.87","1.59"
"44","30.41","99","3.37","1.58"
"44","30.41","100","5.62","1.71"
"44","30.41","101","4.5","1.69"
"44","30.41","101","6.75","1.63"
"45","30.41","101","2.25","1.54"
"46","30.41","101","9","1.59"
"46","30.41","101","5.62","1.48"
"47","30.41","101","5.62","1.75"
"47","30.41","101","4.5","1.42"
"48","30.4","101","4.5","1.61"
"47","30.4","101","4.5","1.51"
"48","30.4","101","2.25","1.51"
"48","30.4","101","3.37","1.49"
"48","30.4","101","2.25","1.51"
"48","30.4","101","2.25","1.54"
"48","30.4","101","3.37","2.19"
"48","30.4","101","4.5","1.49"
"48","30.4","101","4.5","2.08"
"48","30.4","101","3.37","3.37"
"49","30.4","101","2.25","1.78"
"49","30.4","101","3.37","1.87"
"49","30.4","101","3.37","1.94"
"49","30.4","101","3.37","1.61"
"49","30.4","101","4.5","1.9"
"49","30.39","101","1.12","1.72"
"49","30.4","101","4.5","1.62"
"50","30.39","101","1.12","2.13"
"50","30.39","101","2.25","1.54"
"49","30.39","101","1.12","2.18"
"50","30.39","101","2.25","3.59"
"50","30.4","101","3.37","3.91"
"50","30.4","101","3.37","4.11"
"50","30.4","100","1.12","4.99"
"50","30.39","100","0","8.77"
"50","30.39","100","4.5","11.7"
"50","30.39","100","3.37","15.64"
"55","30.39","92","3.37","260.11"
"55","30.39","92","2.25","502.03"
"55","30.4","91","6.75","375.57"
"55","30.4","94","5.62","611.7"
"57","30.44","76","3.37","490.29"
"57","30.44","72","1.12","970.12"
"46","30.42","69","3.37","26.75"
"44","30.41","67","6.75","10.56"
"45","30.41","66","4.5","6.47"
"45","30.41","64","3.37","2.37"
"44","30.41","64","6.75","2.37"
"43","30.4","66","7.87","2.21"
"43","30.4","68","5.62","2.29"
"42","30.4","70","7.87","2.26"
"42","30.4","71","5.62","2.25"
"42","30.4","73","4.5","2.32"
"42","30.4","74","6.75","2.31"
"43","30.4","75","2.25","2.24"
"43","30.4","75","3.37","2.01"
"43","30.4","74","7.87","2.14"
"43","30.4","75","5.62","2.1"
"43","30.4","74","6.75","2.25"
"43","30.4","74","5.62","2.4"
"43","30.4","73","5.62","2.75"
"44","30.4","71","4.5","2.58"
"44","30.4","71","1.12","2.8"
"44","30.4","72","4.5","2.62"
"44","30.4","69","4.5","2.87"
"44","30.39","69","7.87","2.34"
"44","30.39","69","5.62","2.6"
"44","30.39","69","9","2.67"
"44","30.39","67","9","2.2"
"43","30.4","68","4.5","2.06"
"43","30.4","69","6.75","1.96"
"43","30.4","71","5.62","2.1"
"43","30.4","71","4.5","2.09"
"43","30.4","71","6.75","2.19"
"43","30.4","69","7.87","1.94"
"43","30.4","71","5.62","2.13"
"43","30.4","72","3.37","2.04"
"43","30.4","66","2.25","2.34"
"43","30.4","67","2.25","2.74"
"43","30.4","68","4.5","3.23"
"44","30.4","69","3.37","2.67"
"44","30.4","68","3.37","3.28"
"44","30.4","66","4.5","3.02"
"44","30.4","63","3.37","3.07"
"45","30.4","62","3.37","3.29"
